Study,effectsizeID,Author,Date,cohen.d,hedge,hedgeg.correction,Vd,Sampling.variance,SE,Frequency,Hemisphere,Control.comparison,Cortical.region,Memorystage,Retrieval,Simulation.timing,Intensity,MTI,notes
2,37,Galli ,2017,-0.035928466,-0.035646897,0.965517241,0.166695069,0.155395661,0.394202563,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: DLPFC at word vs vertex
2,38,Galli ,2017,0.207428798,0.201438759,0.965517241,0.167573495,0.156206226,0.395229334,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: DLPFC at word vs none
2,39,Galli ,2017,0.245312205,0.24137931,0.965517241,0.16796875,0.156539329,0.395650513,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: DLPFC 100 ms vs vertex
2,40,Galli ,2017,0.531724085,0.514497103,0.965517241,0.172582345,0.160861591,0.401075543,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: DLPFC 100 ms vs none
2,41,Galli ,2017,0.27712582,0.271817241,0.965517241,0.168317839,0.156862123,0.396058232,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: DLPFC 200ms vs vertex
2,42,Galli ,2017,0.563986772,0.545156138,0.965517241,0.173308382,0.161548146,0.401930524,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: DLPFC 200ms vs none
2,43,Galli ,2017,0.129247251,0.125256552,0.965517241,0.167017288,0.155695021,0.394582084,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: DLPFC 300ms vs vertex
2,44,Galli ,2017,0.364931776,0.352727586,0.965517241,0.169447134,0.157957029,0.397438082,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: DLPFC 300ms vs none
2,45,Galli ,2017,0.071055692,0.070219172,0.965517241,0.16677686,0.155468647,0.394295127,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: DLPFC 400ms vs vertex
2,46,Galli ,2017,0.330866973,0.320701379,0.965517241,0.168965151,0.1574967,0.396858539,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: DLPFC 400ms vs none
2,47,Galli ,2017,0.11795321,0.113985103,0.965517241,0.166957023,0.155640799,0.394513369,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: VLPFC During Word vs vertex
2,48,Galli ,2017,0.189089659,0.182570621,0.965517241,0.16741157,0.156064998,0.395050627,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: VLPFC During Word vs none
2,49,Galli ,2017,0,0,0.965517241,0.166666667,0.155370591,0.394170763,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: VLPFC At word vs vertex
2,50,Galli ,2017,0.060207741,0.058320138,0.965517241,0.166742677,0.155440992,0.394260057,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: VLPFC at words vs none
2,51,Galli ,2017,0,0,0.965517241,0.166666667,0.155370591,0.394170763,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: VLPFC 100ms vs vertex
2,52,Galli ,2017,0.051274769,0.050521655,0.965517241,0.166723708,0.155421651,0.394235528,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: VLPFC 100ms vs none
2,53,Galli ,2017,-0.103805469,-0.101041379,0.965517241,0.166894831,0.155579867,0.394436137,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: VLPFC 200ms vs vertex
2,54,Galli ,2017,-0.053591845,-0.052504828,0.965517241,0.166728276,0.15542637,0.394241513,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: VLPFC 200ms vs none
2,55,Galli ,2017,0.201214299,0.194444552,0.965517241,0.167511614,0.156156906,0.395166934,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: VLPFC 300ms vs vertex
2,56,Galli ,2017,0.276361809,0.266834207,0.965517241,0.168257851,0.156853911,0.396047864,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: VLPFC 300ms vs none
2,57,Galli ,2017,-0.162854787,-0.159590345,0.965517241,0.167235845,0.155885677,0.394823602,twenty,L,v,PFC,enc,fam,on,below,90,Shallow: VLPFC 400ms vs vertex
2,58,Galli ,2017,-0.117267208,-0.115862069,0.965517241,0.166966667,0.155370591,0.394170763,twenty,L,b,PFC,enc,fam,on,below,90,Shallow: VLPFC 400ms vs none
3,59,Turriziani ,2008,-0.27673,-0.269753613,0.974789916,0.126192666,0.119913928,0.346285905,twenty,R,s,PFC,enc,rec,on,,,right dlpfc vs none for remember
3,60,Turriziani ,2008,0.243013,0.236886622,0.974789916,0.125922,0.119653744,0.345910023,twenty,R,s,PFC,enc,fam,on,,,right dlpfc vs none know
3,61,Turriziani ,2008,0.33587,0.327402689,0.974789916,0.126757,0.120451826,0.347061704,twenty,L,a,PFC,enc,rec,on,,, left DLPFC  vs right dlpfc remember
3,62,Turriziani ,2008,-0.197673,-0.192689647,0.974789916,0.125608,0.119357088,0.345480952,twenty,L,a,PFC,enc,fam,on,,,left DLPFC  right dlpfc know
3,63,Turriziani ,2008,0.098135,0.095661008,0.974789916,0.12515,0.118919928,0.344847688,twenty,L,s,PFC,enc,rec,on,,,left dlpfc vs none remember
3,64,Turriziani ,2008,0.035002,0.034119597,0.974789916,0.125019,0.118795133,0.344666698,twenty,L,s,PFC,enc,fam,on,,,left dlpfc vs none know
3,65,Turriziani ,2008,0.246078,0.239874353,0.974789916,0.125947,0.119676001,0.345942193,twenty,R,s,PFC,ret,rec,on,,,right dlpfc vs none remember
3,66,Turriziani ,2008,-0.2346,-0.228685714,0.974789916,0.12573,0.119594086,0.345823779,twenty,R,s,PFC,ret,fam,on,,,right dlpfc vs none know
3,67,Turriziani ,2008,0.078616,0.076634084,0.974789916,0.125097,0.118868705,0.344773412,twenty,R,a,PFC,ret,rec,on,,,right DLPFC vs left DLPFC remember
3,68,Turriziani ,2008,-0.17548,-0.171056135,0.974789916,0.125418,0.119234134,0.345302959,twenty,R,a,PFC,ret,fam,on,,,right dlpfc vs left DLPFC know
3,69,Turriziani ,2008,0.148588,0.144842084,0.974789916,0.125345,0.119104744,0.345115551,twenty,L,s,PFC,ret,rec,on,,,left dlpfc vs none remember
3,70,Turriziani ,2008,-0.03146,-0.030666891,0.974789916,0.125015,0.118791638,0.344661628,twenty,L,s,PFC,ret,fam,on,,,left dlpfc vs none know
4,71,Floel ,2003,-1.312512,-1.277038703,0.972972973,0.162045,0.153403048,0.391667011,twenty,L,a,PFC,enc,fam,on,below,90,left vs right PFC corrected rec for words
4,72,Floel ,2003,-0.06197,-0.060295135,0.972972973,0.133393,0.126283341,0.355363674,twenty,R,s,PFC,enc,fam,on,below,90,right pfc vs none for words
4,73,Floel ,2003,-1.43694,-1.398103784,0.972972973,0.164938,0.158800787,0.398498164,twenty,L,s,PFC,enc,fam,on,below,90,left pfc vs none words
4,74,Floel ,2003,-0.61571,-0.599069189,0.972972973,0.139652,0.132204111,0.363598833,twenty,R,a,PFC,enc,fam,on,below,90,right pfc vs left pfc for pictures
4,75,Floel ,2003,-1.0328,-1.004886486,0.972972973,0.151111,0.143052594,0.378222942,twenty,R,s,PFC,enc,fam,on,below,90,right pfc vs none for pictures
4,76,Floel ,2003,-0.24697,-0.240295135,0.972972973,0.13435,0.127185106,0.356630209,twenty,L,s,PFC,enc,fam,on,below,90,left pfc vs non for picutres
5,77,Sestieri ,2013,-0.40005,-0.389964706,0.974789916,0.127197,0.137349292,0.370606654,twenty,L,a,PC,ret,fam,on,at,100,left ang vs left spl d' item scores
5,78,Sestieri ,2013,-0.21002,-0.204725378,0.974789916,0.125886,0.135397938,0.367964588,twenty,L,s,PC,ret,fam,on,at,100,left ang vs sham d' item memory
5,79,Sestieri ,2013,0.153069,0.149210118,0.974789916,0.125221,0.135049882,0.367491337,twenty,L,s,PC,ret,fam,on,at,100,left spl vs sham d' item
5,80,Sestieri ,2013,-0.03889,-0.03790958,0.974789916,0.12511,0.134680965,0.366989053,twenty,L,a,PC,ret,rec,on,at,100,left ang vs left spl d' source
5,81,Sestieri ,2013,-0.095,-0.092605042,0.974789916,0.125123,0.134807416,0.367161295,twenty,L,s,PC,ret,rec,on,at,100,left ang vs sham d' source
5,82,Sestieri ,2013,-0.06667,-0.064989244,0.974789916,0.125102,0.134730324,0.367056296,twenty,L,s,PC,ret,rec,on,at,100,left spl vs sham d' source
6,83,Manenti ,2010b,-0.8865,-0.849042254,0.957746479,0.260494,0.201478964,0.448864082,ten,R,a,PFC,ret,rec,on,below,90,right dlpfc vs left dlpfc strategy users
6,84,Manenti ,2010b,-1.0383,-0.994428169,0.957746479,0.25805,0.208179379,0.456266785,ten,R,s,PFC,ret,rec,on,below,90,right dlpfc vs none strat users
6,85,Manenti ,2010b,-0.14176,-0.135770141,0.957746479,0.200907,0.183917854,0.428856449,ten,L,s,PFC,ret,rec,on,below,90,left dlpfc vs none
6,86,Manenti ,2010b,-1.399681,-1.217113913,0.869565217,0.575625,0.470662403,0.686048397,ten,L,a,PFC,ret,rec,on,below,90,left dlpfc vs right dlpfc non-users
6,87,Manenti ,2010b,0.103679,0.090155652,0.869565217,0.500977,0.378584001,0.615291801,ten,R,s,PFC,ret,rec,on,below,90,right dlpfc vs none non users
6,88,Manenti ,2010b,-1.296,-1.126956522,0.869565217,0.57716,0.457453803,0.676353312,ten,L,s,PFC,ret,rec,on,below,90,left dlpfc vs non non users
7,89,Blumenfeld ,2014,0.313428,0.304299029,0.970873786,0.144476,0.157279384,0.396584649,ctbs,L,v,PFC,enc,fam,off,below,80,DLPFC vs vert d' item
7,90,Blumenfeld ,2014,-0.41605,-0.403932039,0.970873786,0.146205,0.147404534,0.383932981,ctbs,L,v,PFC,enc,fam,off,below,80,VLPFC vs vert
7,91,Blumenfeld ,2014,0.233139,-0.232937414,0.967032967,0.173819,0.15087988,0.388432594,ctbs,L,a,PFC,enc,fam,off,below,80,vlpfc vs dlpfc
8,92,Ryals ,2016,-0.01665,-0.01628,0.977777778,0.111174,0.106231873,0.325932314,ctbs,,v,PFC,enc,fam,off,below,80,frontopolar vs vert item hits
8,93,Ryals ,2016,0.067340067,0.065843621,0.977777778,0.111174,0.106288406,0.326019027,ctbs,,a,PFC,enc,fam,off,below,80,frontopolar vs dlpfc hits items
8,94,Ryals ,2016,0,0,0.977777778,0.111111,0.106228192,0.325926667,ctbs,,v,PFC,enc,fam,off,below,80,DLPFC vs vert item hits
8,95,Ryals ,2016,0.196425064,0.192060062,0.977777778,0.111647,0.106740515,0.326711669,ctbs,,v,PFC,enc,rec,off,below,80,frontopolar vs vert asscoaitve mmory
8,96,Ryals ,2016,0.145032632,0.141809685,0.977777778,0.111568,0.106507499,0.326354866,ctbs,,a,PFC,enc,rec,off,below,80,frontopolar vs dlpfc associative memory
8,97,Ryals ,2016,0.042854082,0.041901769,0.977777778,0.111137,0.106252578,0.325964074,ctbs,,v,PFC,enc,rec,off,below,80,DLPFC vs vert associative memory
9,98,Yazar ,2017,-0.076923077,-0.075604396,0.982857143,0.087021,0.084063329,0.289936768,ctbs,L,v,PC,ret,fam,off,below,70,ang vs vert hits
9,99,Yazar ,2017,-0.333333333,-0.327619048,0.982857143,0.088164,0.085167882,0.291835367,ctbs,L,v,PC,ret,rec,off,below,70,ang vs vert source hits
9,100,Yazar ,2017,0.137931035,0.135566503,0.982857143,0.094401,0.084200963,0.290174022,ctbs,L,v,PC,ret,rec,off,below,70,ang vs vert within modality source
9,101,Yazar ,2017,-0.48,-0.471771429,0.982857143,0.089461,0.086420433,0.293973524,ctbs,L,v,PC,ret,rec,off,below,70,ang vs vert cross modality
10,102,Thakral ,2017,-0.339711807,-0.331147643,0.974789916,0.126792,0.120490362,0.347117216,one,L,v,PC,ret,rec,off,,,left ang vs vert for internal details
10,103,Thakral ,2017,0.350001808,0.341178233,0.974789916,0.126705,0.120595734,0.347268965,one,L,v,PC,ret,rec,off,,,left ang vs vert for external details
11,104,Ye ,2018,0.246765578,0.241281899,0.977777778,0.111363,0.107036765,0.327164736,one,L,v,PC,ret,fam,off,at,110,PC vs vert for temporal order
12,105,Rami ,2003,-0.554098361,-0.540129494,0.974789916,0.129797,0.123335379,0.351191371,five,L,b,PFC,enc,rec,on,below,90,ldpfc high vs basal
12,106,Rami ,2003,-0.383252818,-0.373590982,0.974789916,0.127295,0.120957728,0.347789776,five,L,a,PFC,enc,rec,on,below,90,LDLPFC high vs cb high 
12,107,Rami ,2003,0.324022346,0.315853716,0.974789916,0.12664,0.120335749,0.346894435,one,L,b,PFC,enc,rec,on,above,110,ldlpfc low vs baseline
12,108,Rami ,2003,0.5,0.487394958,0.974789916,0.128906,0.122488723,0.349983889,one,L,a,PFC,enc,rec,on,above,110,ldlpfc low vs cb high
12,109,Rami ,2003,0.117870722,0.114899192,0.974789916,0.125217,0.118983222,0.344939446,five,R,b,PFC,enc,rec,on,below,90,rdlpfc high vs baseline
12,110,Rami ,2003,0.301675978,0.294070701,0.974789916,0.126422,0.120128155,0.346595089,five,R,a,PFC,enc,rec,on,below,90,rdlpfc high vs cb high
13,111,Balconi ,2015,0.605852536,0.602505284,0.994475138,0.030321,0.029981666,0.173152148,five,L,a,PFC,ret,fam,on,at,100,ldlpfc vs vert for words
13,112,Balconi ,2015,0.247622821,0.246254739,0.994475138,0.029209,0.028886108,0.169959136,five,L,s,PFC,ret,fam,on,at,100,dlflpc vs sham for words
13,113,Balconi ,2015,0.435615961,0.433209243,0.994475138,0.029652,0.029346362,0.171307798,five,L,a,PFC,ret,fam,on,at,100,dlpfc vs vert for pics
13,114,Balconi ,2015,0.664048419,0.660379643,0.994475138,0.030543,0.030246483,0.17391516,five,L,s,PFC,ret,fam,on,at,100,dlpfc vs sham for pics
14,115,Hawco ,2013,-0.029606545,-0.029278797,0.988929889,0.057149,0.05589084,0.236412436,ten,L,v,PFC,enc,rec,on,at,100,DLPFC vs vert 
15,116,Innocenti ,2010,-0.765550239,-0.748538012,0.977777778,0.119250933,0.114009781,0.337653344,ten,L,b,PFC,enc,fam,on,below,90,"d' left DLPFC deep, baseline deep"
15,117,Innocenti ,2010,-0.746411483,-0.729824561,0.977777778,0.118849029,0.113625541,0.337083878,ten,L,a,PFC,enc,fam,on,below,90,"d' left DLPFC deep, right DLPFC deep"
15,118,Innocenti ,2010,-0.72826087,-0.712077295,0.977777778,0.118477276,0.113270127,0.336556276,ten,L,v,PFC,enc,fam,on,below,90,"d' left DLPFC deep, vertex deep"
15,119,Innocenti ,2010,-0.01980198,-0.019361936,0.977777778,0.111116557,0.106232916,0.325933913,ten,R,b,PFC,enc,fam,on,below,90,"d' right DLPFC deep, baseline deep"
15,120,Innocenti ,2010,0.124293785,0.121531701,0.977777778,0.11132568,0.106432847,0.326240475,ten,R,v,PFC,enc,fam,on,below,90,"d' right DLPFC deep, vertex deep"
15,121,Innocenti ,2010,0.267605634,0.261658842,0.977777778,0.112105733,0.107178617,0.327381455,ten,L,b,PFC,enc,fam,on,below,90,"d' left DLPFC shallow, baseline shallow"
15,122,Innocenti ,2010,0.038961039,0.038095238,0.977777778,0.111132194,0.106247865,0.325956846,ten,L,a,PFC,enc,fam,on,below,90,"d' left DLPFC shallow, right DLPFC shallow"
15,123,Innocenti ,2010,0.074534161,0.072877847,0.977777778,0.111188269,0.106301476,0.326039071,ten,L,v,PFC,enc,fam,on,below,90,"d' left DLPFC shallow, vertex shallow"
15,124,Innocenti ,2010,0.4,0.391111111,0.977777778,0.113333333,0.108352263,0.32916905,ten,R,b,PFC,enc,fam,on,below,90,"d' right DLPFC shallow, baseline shallow"
15,125,Innocenti ,2010,0.060606061,0.059259259,0.977777778,0.111162126,0.106276482,0.32600074,ten,R,v,PFC,enc,fam,on,below,90,"d' right DLPFC shallow, vertex shallow"
16,126,Wais ,2011,0.037078235,0.036412159,0.982035928,0.090925,0.087688027,0.296121642,one,L,v,PFC,ret,fam,off,at,100,VLPFC vs vert 
